Student Enrolment Key,Unit of Study Identifier,Semester,Mode of Study,Gender,Age Category,Dom/Int,Mark,Canvas access Week 1,Canvas access Week 2,Canvas access Week 3,Canvas access Week 4,Canvas access Week 5,Canvas access Week 6,Canvas access Week 7,Canvas access Week 8,Canvas access Week 9,Canvas access Week 10,Canvas access Week 11,Canvas access Week 12,Canvas access Week 13,Canvas access Mid-semester break,Canvas access STUVAC,SUM canvas Access
6218,UNIT G,2,Full Time,F,19-21,Domestic,71,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,14
6219,UNIT H,2,Full Time,M,18 and Under,International,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6220,UNIT H,2,Full Time,M,19-21,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6221,UNIT A,1,Full Time,F,19-21,Domestic,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6222,UNIT O,1,Full Time,F,19-21,International,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6223,UNIT Q,2,Full Time,F,19-21,Domestic,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6224,UNIT K,1,Full Time,M,19-21,Domestic,92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6225,UNIT Q,2,Full Time,F,19-21,Domestic,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6226,UNIT O,1,Full Time,F,19-21,International,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6227,UNIT H,2,Full Time,F,19-21,International,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
6228,UNIT X,1,Full Time,F,19-21,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6229,UNIT X,1,Full Time,F,Over 25,International,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6230,UNIT Q,2,Full Time,M,19-21,International,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6231,UNIT S,1,Full Time,F,22-25,International,77,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,14
6232,UNIT G,2,Full Time,M,19-21,International,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6233,UNIT Q,2,Full Time,F,19-21,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6234,UNIT S,1,Full Time,M,19-21,Domestic,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
6235,UNIT V,2,Full Time,M,19-21,International,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6236,UNIT T,2,Full Time,F,19-21,International,40,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,13
6237,UNIT G,2,Full Time,F,18 and Under,Domestic,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6238,UNIT V,2,Full Time,M,19-21,International,74,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
6239,UNIT S,1,Full Time,M,19-21,Domestic,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6240,UNIT S,1,Full Time,M,19-21,International,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6241,UNIT O,1,Full Time,M,18 and Under,Domestic,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6242,UNIT Q,2,Full Time,M,19-21,Domestic,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6243,UNIT V,2,Full Time,M,19-21,International,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6244,UNIT S,1,Full Time,M,19-21,Domestic,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6245,UNIT Q,2,Full Time,F,19-21,International,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6246,UNIT G,2,Full Time,F,Over 25,Domestic,94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6247,UNIT H,2,Full Time,M,18 and Under,Domestic,92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6248,UNIT S,1,Full Time,F,18 and Under,Domestic,94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6249,UNIT S,1,Full Time,M,18 and Under,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6250,UNIT V,2,Full Time,F,19-21,Domestic,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6251,UNIT K,1,Full Time,F,19-21,Domestic,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6252,UNIT O,1,Full Time,M,19-21,Domestic,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6253,UNIT O,1,Full Time,M,19-21,Domestic,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6254,UNIT Y,1,Full Time,M,19-21,Domestic,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6255,UNIT Q,2,Part Time,M,22-25,Domestic,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6256,UNIT A,1,Full Time,M,22-25,Domestic,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6257,UNIT S,2,Full Time,M,19-21,International,68,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,14
6258,UNIT S,1,Full Time,M,18 and Under,Domestic,79,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
6259,UNIT S,2,Full Time,F,19-21,Domestic,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6260,UNIT Q,2,Full Time,F,19-21,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6261,UNIT S,1,Full Time,F,19-21,Domestic,56,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,13
6262,UNIT H,2,Full Time,M,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6263,UNIT Q,2,Full Time,F,19-21,Domestic,82,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,11
6264,UNIT H,2,Full Time,M,19-21,Domestic,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6265,UNIT K,1,Full Time,F,18 and Under,Domestic,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6266,UNIT S,1,Full Time,F,18 and Under,Domestic,85,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,6
6267,UNIT O,1,Full Time,M,19-21,International,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6268,UNIT T,2,Full Time,M,19-21,International,63,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
6269,UNIT O,1,Full Time,F,18 and Under,Domestic,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6270,UNIT S,1,Full Time,M,18 and Under,Domestic,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6271,UNIT S,1,Full Time,F,18 and Under,Domestic,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6272,UNIT S,1,Full Time,M,19-21,Domestic,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6273,UNIT O,1,Full Time,M,19-21,Domestic,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6274,UNIT M,1,Full Time,M,19-21,International,43,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,14
6275,UNIT H,2,Full Time,F,19-21,International,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6276,UNIT V,2,Full Time,M,18 and Under,Domestic,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6277,UNIT A,1,Full Time,F,19-21,Domestic,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6278,UNIT H,2,Full Time,F,19-21,International,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6279,UNIT A,1,Full Time,F,19-21,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6280,UNIT A,1,Full Time,M,19-21,Domestic,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6281,UNIT T,2,Full Time,F,19-21,International,48,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,13
6282,UNIT S,1,Full Time,F,19-21,Domestic,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6283,UNIT Q,2,Full Time,M,19-21,International,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6284,UNIT V,2,Full Time,F,19-21,Domestic,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6285,UNIT H,2,Full Time,M,19-21,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6286,UNIT H,2,Full Time,M,19-21,Domestic,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6287,UNIT S,1,Full Time,F,22-25,International,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6288,UNIT A,1,Full Time,F,18 and Under,Domestic,55,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
6289,UNIT S,2,Full Time,M,19-21,International,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6290,UNIT S,1,Part Time,M,Over 25,Domestic,40,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,13
6291,UNIT O,1,Full Time,M,18 and Under,Domestic,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6292,UNIT G,2,Full Time,F,19-21,International,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6293,UNIT H,2,Full Time,M,18 and Under,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6294,UNIT S,1,Full Time,M,18 and Under,International,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6295,UNIT M,1,Full Time,F,19-21,Domestic,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6296,UNIT H,2,Full Time,F,18 and Under,International,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6297,UNIT S,2,Full Time,M,19-21,International,66,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,13
6298,UNIT H,2,Full Time,M,19-21,International,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6299,UNIT V,2,Full Time,M,18 and Under,Domestic,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6300,UNIT W,2,Full Time,M,19-21,International,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6301,UNIT Z,1,Full Time,M,19-21,Domestic,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6302,UNIT S,1,Full Time,M,19-21,International,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6303,UNIT W,2,Full Time,M,Over 25,International,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6304,UNIT V,2,Full Time,M,19-21,Domestic,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6305,UNIT X,2,Full Time,M,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6306,UNIT Q,2,Part Time,M,19-21,Domestic,60,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,13
6307,UNIT Z,1,Full Time,M,19-21,Domestic,89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6308,UNIT A,1,Full Time,F,19-21,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6309,UNIT X,2,Full Time,M,18 and Under,International,70,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
6310,UNIT X,1,Full Time,F,19-21,Domestic,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6311,UNIT X,2,Full Time,F,19-21,International,61,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
6312,UNIT Z,1,Full Time,F,19-21,International,52,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
6313,UNIT S,1,Full Time,F,18 and Under,Domestic,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6314,UNIT O,1,Full Time,F,19-21,Domestic,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6315,UNIT H,2,Full Time,M,19-21,International,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6316,UNIT Q,2,Part Time,F,Over 25,Domestic,63,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,8
6317,UNIT T,2,Full Time,M,19-21,Domestic,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6318,UNIT Z,1,Full Time,M,19-21,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6319,UNIT S,1,Full Time,M,18 and Under,Domestic,71,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,13
6320,UNIT X,2,Full Time,M,19-21,International,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6321,UNIT H,2,Full Time,M,19-21,International,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6322,UNIT H,2,Full Time,F,19-21,Domestic,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6323,UNIT V,2,Full Time,F,19-21,Domestic,60,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,14
6324,UNIT H,2,Full Time,M,19-21,International,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6325,UNIT Q,2,Full Time,M,19-21,Domestic,61,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,9
6326,UNIT V,2,Full Time,M,19-21,International,34,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,13
6327,UNIT K,1,Full Time,F,19-21,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6328,UNIT S,1,Part Time,M,Over 25,Domestic,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6329,UNIT O,1,Full Time,M,19-21,Domestic,20,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,13
6330,UNIT S,1,Full Time,F,19-21,International,37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,14
6331,UNIT O,1,Full Time,F,19-21,International,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6332,UNIT Q,2,Full Time,F,18 and Under,Domestic,29,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,13
6333,UNIT S,2,Full Time,M,19-21,Domestic,96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6334,UNIT O,1,Full Time,M,19-21,International,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6335,UNIT K,1,Full Time,M,18 and Under,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6336,UNIT O,1,Full Time,M,19-21,Domestic,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6337,UNIT M,1,Full Time,M,22-25,International,68,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,14
6338,UNIT V,2,Full Time,M,19-21,Domestic,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6339,UNIT Y,1,Full Time,M,19-21,Domestic,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6340,UNIT S,2,Part Time,F,18 and Under,Domestic,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6341,UNIT O,1,Full Time,M,19-21,Domestic,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6342,UNIT S,1,Full Time,M,19-21,Domestic,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6343,UNIT M,1,Full Time,M,19-21,International,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6344,UNIT A,1,Full Time,F,19-21,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6345,UNIT H,2,Full Time,M,19-21,International,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6346,UNIT O,1,Full Time,M,19-21,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6347,UNIT W,2,Full Time,F,19-21,International,85,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,13
6348,UNIT C,1,Full Time,F,19-21,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6349,UNIT S,2,Full Time,F,19-21,International,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6350,UNIT K,1,Full Time,F,19-21,Domestic,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6351,UNIT O,1,Full Time,M,18 and Under,International,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6352,UNIT H,2,Full Time,F,19-21,Domestic,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6353,UNIT A,1,Full Time,M,19-21,Domestic,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6354,UNIT M,1,Full Time,F,19-21,International,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6355,UNIT S,1,Full Time,M,19-21,Domestic,74,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,13
6356,UNIT H,2,Full Time,M,19-21,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6357,UNIT G,2,Full Time,F,19-21,Domestic,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6358,UNIT V,2,Full Time,M,19-21,International,62,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,14
6359,UNIT O,1,Full Time,M,19-21,International,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6360,UNIT S,1,Full Time,F,18 and Under,Domestic,73,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,12
6361,UNIT T,2,Full Time,F,19-21,International,69,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
6362,UNIT Z,1,Full Time,M,19-21,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6363,UNIT V,2,Full Time,F,18 and Under,Domestic,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6364,UNIT V,2,Full Time,M,19-21,International,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6365,UNIT T,2,Full Time,F,19-21,International,75,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,13
6366,UNIT V,2,Full Time,F,19-21,International,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6367,UNIT O,1,Full Time,M,19-21,International,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6368,UNIT O,1,Full Time,M,18 and Under,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6369,UNIT G,2,Full Time,M,18 and Under,Domestic,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6370,UNIT K,1,Full Time,M,19-21,International,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6371,UNIT S,2,Full Time,F,19-21,International,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6372,UNIT V,2,Full Time,F,18 and Under,International,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6373,UNIT K,1,Full Time,F,18 and Under,Domestic,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6374,UNIT G,2,Full Time,M,19-21,Domestic,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6375,UNIT X,1,Full Time,F,Over 25,Domestic,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6376,UNIT Q,2,Full Time,M,19-21,Domestic,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6377,UNIT O,1,Full Time,F,19-21,International,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6378,UNIT S,1,Full Time,M,18 and Under,International,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6379,UNIT G,2,Full Time,M,19-21,Domestic,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6380,UNIT Q,2,Full Time,F,19-21,Domestic,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6381,UNIT S,1,Full Time,M,19-21,Domestic,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6382,UNIT K,1,Full Time,M,19-21,Domestic,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6383,UNIT H,2,Full Time,F,19-21,Domestic,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6384,UNIT O,1,Full Time,F,22-25,International,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6385,UNIT O,1,Full Time,F,19-21,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6386,UNIT Z,1,Full Time,M,18 and Under,Domestic,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6387,UNIT V,2,Full Time,F,19-21,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6388,UNIT V,2,Full Time,M,18 and Under,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6389,UNIT Y,1,Full Time,M,19-21,International,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6390,UNIT K,1,Full Time,M,19-21,Domestic,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6391,UNIT Q,2,Full Time,F,19-21,Domestic,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6392,UNIT Z,1,Full Time,M,19-21,International,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
6393,UNIT O,1,Full Time,F,19-21,International,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6394,UNIT O,1,Full Time,M,19-21,International,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6395,UNIT W,2,Full Time,M,18 and Under,Domestic,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6396,UNIT V,2,Full Time,M,19-21,International,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6397,UNIT K,1,Full Time,F,22-25,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6398,UNIT X,2,Full Time,M,19-21,Domestic,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6399,UNIT O,1,Full Time,F,19-21,Domestic,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6400,UNIT S,1,Full Time,M,18 and Under,Domestic,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6401,UNIT Q,2,Full Time,M,19-21,International,36,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,14
6402,UNIT O,1,Full Time,M,18 and Under,Domestic,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6403,UNIT S,2,Full Time,M,19-21,Domestic,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
6404,UNIT G,2,Full Time,M,19-21,International,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6405,UNIT H,2,Full Time,F,19-21,International,61,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
6406,UNIT O,1,Full Time,F,18 and Under,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6407,UNIT G,2,Part Time,F,18 and Under,Domestic,61,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
6408,UNIT H,2,Full Time,F,19-21,Domestic,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6409,UNIT X,2,Full Time,F,19-21,International,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6410,UNIT O,1,Full Time,M,19-21,Domestic,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6411,UNIT S,1,Full Time,F,19-21,Domestic,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6412,UNIT Z,1,Full Time,F,Over 25,Domestic,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6413,UNIT Q,2,Full Time,M,22-25,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
6414,UNIT O,1,Full Time,M,19-21,International,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6415,UNIT O,1,Full Time,M,19-21,Domestic,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6416,UNIT S,2,Full Time,M,19-21,Domestic,52,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,12
6417,UNIT O,1,Full Time,M,18 and Under,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6418,UNIT V,2,Full Time,M,19-21,Domestic,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6419,UNIT O,1,Full Time,M,19-21,International,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6420,UNIT T,2,Full Time,M,19-21,Domestic,89,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
6421,UNIT X,1,Full Time,M,19-21,International,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6422,UNIT C,1,Full Time,F,19-21,Domestic,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6423,UNIT A,1,Full Time,F,19-21,Domestic,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6424,UNIT W,2,Full Time,M,19-21,International,71,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,13
6425,UNIT X,1,Full Time,M,19-21,International,60,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
6426,UNIT O,1,Full Time,F,19-21,International,69,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,14
6427,UNIT H,2,Full Time,F,19-21,Domestic,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6428,UNIT Q,2,Full Time,F,19-21,International,79,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
6429,UNIT K,1,Full Time,M,19-21,Domestic,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6430,UNIT Q,2,Full Time,F,19-21,International,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6431,UNIT K,1,Full Time,M,22-25,International,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6432,UNIT K,1,Full Time,F,18 and Under,Domestic,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6433,UNIT S,2,Full Time,F,19-21,International,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6434,UNIT X,1,Full Time,F,19-21,Domestic,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6435,UNIT S,1,Full Time,M,19-21,Domestic,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6436,UNIT V,2,Full Time,F,19-21,International,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6437,UNIT O,1,Full Time,F,18 and Under,Domestic,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6438,UNIT O,1,Full Time,M,19-21,International,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6439,UNIT H,2,Full Time,M,19-21,Domestic,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6440,UNIT X,1,Full Time,F,19-21,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6441,UNIT G,2,Full Time,M,19-21,Domestic,29,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
6442,UNIT K,1,Full Time,M,22-25,Domestic,43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6443,UNIT Z,1,Full Time,M,19-21,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6444,UNIT A,1,Full Time,F,19-21,Domestic,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
6445,UNIT H,2,Full Time,M,22-25,Domestic,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
