Student Enrolment Key,Unit of Study Identifier,Semester,Mode of Study,Gender,Age Category,Dom/Int,Mark,Canvas access Week 1,Canvas access Week 2,Canvas access Week 3,Canvas access Week 4,Canvas access Week 5,Canvas access Week 6,Canvas access Week 7,Canvas access Week 8,Canvas access Week 9,Canvas access Week 10,Canvas access Week 11,Canvas access Week 12,Canvas access Week 13,Canvas access Mid-semester break,Canvas access STUVAC,SUM canvas Access
223,UNIT O,1,Full Time,M,19-21,International,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
224,UNIT H,2,Full Time,M,19-21,Domestic,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
225,UNIT S,1,Full Time,F,19-21,International,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
226,UNIT H,2,Full Time,F,18 and Under,Domestic,81,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
227,UNIT S,1,Full Time,M,19-21,International,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
228,UNIT Q,2,Full Time,F,19-21,International,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
229,UNIT Y,1,Full Time,M,18 and Under,Domestic,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
230,UNIT O,1,Full Time,F,Over 25,International,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
231,UNIT K,1,Full Time,M,19-21,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
232,UNIT Q,2,Full Time,F,19-21,Domestic,78,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,9
233,UNIT A,1,Full Time,M,18 and Under,Domestic,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
234,UNIT K,1,Full Time,F,19-21,Domestic,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
235,UNIT M,1,Full Time,M,22-25,International,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
236,UNIT S,1,Full Time,F,19-21,International,70,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,13
237,UNIT S,1,Full Time,F,22-25,International,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
238,UNIT X,1,Full Time,F,19-21,International,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
239,UNIT Q,2,Full Time,M,19-21,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
240,UNIT O,1,Full Time,F,19-21,International,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
241,UNIT X,2,Full Time,M,19-21,International,74,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
242,UNIT H,2,Full Time,F,19-21,International,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
243,UNIT O,1,Part Time,F,19-21,Domestic,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
244,UNIT H,2,Full Time,M,19-21,Domestic,72,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,13
245,UNIT Z,1,Full Time,M,19-21,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
246,UNIT H,2,Full Time,M,19-21,International,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
247,UNIT H,2,Full Time,F,18 and Under,Domestic,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
248,UNIT O,1,Full Time,F,22-25,International,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
249,UNIT Q,2,Full Time,F,19-21,Domestic,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
250,UNIT Q,2,Full Time,M,19-21,Domestic,89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
251,UNIT S,2,Full Time,M,22-25,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
252,UNIT Q,2,Full Time,M,19-21,Domestic,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
253,UNIT K,1,Full Time,M,19-21,International,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
254,UNIT S,1,Full Time,M,19-21,International,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
255,UNIT S,1,Full Time,M,18 and Under,International,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
256,UNIT V,2,Full Time,F,19-21,Domestic,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
257,UNIT O,1,Full Time,F,19-21,Domestic,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
258,UNIT H,2,Full Time,F,22-25,Domestic,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
259,UNIT S,1,Full Time,F,18 and Under,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
260,UNIT H,2,Full Time,M,19-21,International,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
261,UNIT H,2,Full Time,M,22-25,International,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
262,UNIT A,1,Full Time,F,19-21,Domestic,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
263,UNIT V,2,Full Time,F,19-21,International,52,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,13
264,UNIT O,1,Full Time,F,19-21,International,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
265,UNIT G,2,Full Time,F,22-25,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
266,UNIT S,1,Full Time,M,19-21,Domestic,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
267,UNIT S,1,Full Time,F,19-21,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
268,UNIT G,2,Part Time,F,22-25,Domestic,17,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,11
269,UNIT X,1,Full Time,M,18 and Under,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
270,UNIT O,1,Full Time,M,19-21,International,70,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,14
271,UNIT O,1,Full Time,M,19-21,Domestic,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
272,UNIT S,1,Full Time,M,19-21,International,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
273,UNIT O,1,Full Time,F,22-25,Domestic,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
274,UNIT M,1,Full Time,M,19-21,International,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
275,UNIT K,1,Full Time,F,19-21,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
276,UNIT Q,2,Full Time,F,19-21,Domestic,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
277,UNIT O,1,Full Time,M,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
278,UNIT A,1,Full Time,F,19-21,Domestic,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
279,UNIT Z,1,Full Time,M,18 and Under,Domestic,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
280,UNIT G,2,Full Time,M,18 and Under,International,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
281,UNIT O,1,Full Time,F,19-21,Domestic,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
282,UNIT K,1,Full Time,M,19-21,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
283,UNIT H,2,Full Time,M,18 and Under,Domestic,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
284,UNIT X,2,Full Time,M,19-21,International,55,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
285,UNIT O,1,Full Time,M,18 and Under,Domestic,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
286,UNIT S,2,Full Time,M,19-21,International,64,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,11
287,UNIT K,1,Full Time,F,19-21,Domestic,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
288,UNIT Q,2,Full Time,F,19-21,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
289,UNIT V,2,Full Time,M,19-21,International,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
290,UNIT C,1,Full Time,M,19-21,Domestic,89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
291,UNIT Y,1,Full Time,M,18 and Under,Domestic,92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
292,UNIT G,2,Full Time,F,19-21,Domestic,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
293,UNIT Q,2,Full Time,F,19-21,International,59,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
294,UNIT H,2,Full Time,F,19-21,International,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
295,UNIT X,2,Full Time,F,19-21,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
296,UNIT S,2,Full Time,F,19-21,International,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
297,UNIT O,1,Full Time,M,19-21,Domestic,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
298,UNIT V,2,Full Time,M,Over 25,Domestic,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
299,UNIT S,1,Full Time,M,19-21,International,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
300,UNIT Q,2,Full Time,F,19-21,Domestic,55,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,14
301,UNIT Y,1,Full Time,M,19-21,Domestic,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
302,UNIT H,2,Full Time,F,19-21,International,42,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
303,UNIT S,1,Full Time,M,19-21,International,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
304,UNIT H,2,Full Time,M,19-21,Domestic,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
305,UNIT T,2,Full Time,M,19-21,Domestic,54,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
306,UNIT K,1,Full Time,F,19-21,International,40,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
307,UNIT A,1,Full Time,M,19-21,International,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
308,UNIT Q,2,Full Time,F,19-21,Domestic,72,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,13
309,UNIT G,2,Full Time,F,19-21,Domestic,69,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,12
310,UNIT K,1,Full Time,M,19-21,Domestic,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
311,UNIT Z,1,Full Time,F,19-21,International,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
312,UNIT G,2,Full Time,F,19-21,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
313,UNIT W,2,Full Time,M,19-21,Domestic,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
314,UNIT O,1,Full Time,F,19-21,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
315,UNIT S,1,Full Time,F,19-21,Domestic,50,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,12
316,UNIT C,1,Full Time,M,19-21,Domestic,55,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,14
317,UNIT H,2,Full Time,F,18 and Under,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
318,UNIT H,2,Full Time,M,19-21,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
319,UNIT H,2,Full Time,M,18 and Under,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
320,UNIT S,1,Full Time,F,19-21,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
321,UNIT G,2,Full Time,M,19-21,International,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
322,UNIT K,1,Full Time,M,19-21,International,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
323,UNIT T,2,Full Time,M,18 and Under,Domestic,76,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,13
324,UNIT H,2,Full Time,F,19-21,Domestic,89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
325,UNIT Q,2,Full Time,M,19-21,Domestic,45,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,12
326,UNIT H,2,Full Time,F,19-21,Domestic,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
327,UNIT S,2,Full Time,F,18 and Under,International,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
328,UNIT S,1,Full Time,M,19-21,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
329,UNIT A,1,Full Time,F,19-21,Domestic,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
330,UNIT O,1,Full Time,M,22-25,Domestic,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
331,UNIT V,2,Full Time,M,19-21,Domestic,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
332,UNIT V,2,Full Time,M,19-21,Domestic,53,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,9
333,UNIT X,1,Full Time,M,18 and Under,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
334,UNIT V,2,Full Time,M,19-21,Domestic,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
335,UNIT V,2,Full Time,F,18 and Under,Domestic,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
336,UNIT O,1,Full Time,F,19-21,International,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
337,UNIT H,2,Full Time,F,19-21,Domestic,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
338,UNIT G,2,Part Time,M,Over 25,Domestic,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
339,UNIT G,2,Full Time,M,19-21,Domestic,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
340,UNIT S,1,Full Time,M,22-25,Domestic,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
341,UNIT X,2,Full Time,M,18 and Under,Domestic,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
342,UNIT H,2,Full Time,M,18 and Under,Domestic,54,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,13
343,UNIT S,1,Full Time,M,19-21,Domestic,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
344,UNIT G,2,Full Time,F,19-21,Domestic,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
345,UNIT Q,2,Full Time,F,19-21,Domestic,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
346,UNIT S,1,Full Time,M,19-21,Domestic,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
347,UNIT O,1,Full Time,F,19-21,International,34,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
348,UNIT V,2,Full Time,F,19-21,International,72,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
349,UNIT Y,1,Full Time,M,19-21,Domestic,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
350,UNIT H,2,Full Time,M,19-21,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
351,UNIT W,2,Full Time,M,18 and Under,Domestic,43,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,13
352,UNIT C,1,Full Time,M,19-21,International,63,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
353,UNIT O,1,Full Time,M,22-25,International,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
354,UNIT V,2,Full Time,M,22-25,International,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
355,UNIT S,1,Full Time,M,19-21,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
356,UNIT H,2,Full Time,F,19-21,International,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
357,UNIT K,1,Full Time,F,19-21,International,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
358,UNIT S,1,Full Time,F,19-21,Domestic,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
359,UNIT V,2,Full Time,F,19-21,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
360,UNIT V,2,Full Time,M,19-21,International,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
361,UNIT G,2,Full Time,M,19-21,Domestic,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
362,UNIT S,1,Full Time,M,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
363,UNIT Q,2,Full Time,M,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
364,UNIT O,1,Part Time,M,22-25,Domestic,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
365,UNIT Q,2,Full Time,F,18 and Under,International,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
366,UNIT O,1,Full Time,M,19-21,International,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
367,UNIT W,2,Full Time,M,19-21,Domestic,91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
368,UNIT H,2,Full Time,M,19-21,Domestic,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
369,UNIT G,2,Full Time,F,19-21,Domestic,58,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,10
370,UNIT X,1,Full Time,F,19-21,Domestic,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
371,UNIT X,1,Full Time,F,Over 25,Domestic,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
372,UNIT X,2,Full Time,M,19-21,International,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
373,UNIT S,1,Full Time,F,18 and Under,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
374,UNIT H,2,Full Time,M,19-21,International,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
375,UNIT Q,2,Full Time,F,19-21,Domestic,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
376,UNIT O,1,Full Time,F,22-25,International,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
377,UNIT S,1,Full Time,M,19-21,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,13
378,UNIT G,2,Full Time,F,19-21,International,63,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,12
379,UNIT H,2,Full Time,M,18 and Under,Domestic,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
380,UNIT S,2,Full Time,M,22-25,International,69,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,7
381,UNIT S,1,Full Time,F,18 and Under,Domestic,71,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
382,UNIT S,2,Full Time,F,19-21,International,89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
383,UNIT S,1,Full Time,M,19-21,International,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
384,UNIT O,1,Full Time,M,19-21,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
385,UNIT S,1,Full Time,F,19-21,Domestic,90,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,14
386,UNIT O,1,Full Time,M,19-21,Domestic,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
387,UNIT O,1,Full Time,M,22-25,International,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
388,UNIT S,1,Full Time,M,19-21,Domestic,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
389,UNIT W,2,Full Time,M,22-25,International,85,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,11
390,UNIT M,1,Full Time,F,19-21,International,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
391,UNIT H,2,Full Time,M,18 and Under,Domestic,66,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
392,UNIT V,2,Full Time,M,18 and Under,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
393,UNIT A,1,Full Time,F,19-21,International,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
394,UNIT O,1,Full Time,M,19-21,International,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
395,UNIT V,2,Full Time,M,19-21,International,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
396,UNIT S,1,Full Time,F,19-21,Domestic,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
397,UNIT O,1,Full Time,F,19-21,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
398,UNIT G,2,Full Time,M,18 and Under,Domestic,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
399,UNIT W,2,Full Time,M,19-21,International,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
400,UNIT Q,2,Full Time,M,19-21,Domestic,79,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,10
401,UNIT H,2,Full Time,M,19-21,International,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
402,UNIT C,1,Full Time,F,19-21,International,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
403,UNIT O,1,Full Time,F,19-21,Domestic,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
404,UNIT Y,1,Full Time,F,19-21,Domestic,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
405,UNIT G,2,Full Time,F,19-21,Domestic,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
406,UNIT S,1,Full Time,F,19-21,Domestic,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
407,UNIT O,1,Full Time,M,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
408,UNIT O,1,Full Time,M,19-21,International,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
409,UNIT G,2,Full Time,F,18 and Under,Domestic,62,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,14
410,UNIT C,1,Full Time,M,22-25,Domestic,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
411,UNIT G,2,Full Time,M,22-25,International,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
412,UNIT K,1,Full Time,F,19-21,International,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
413,UNIT S,1,Full Time,F,18 and Under,Domestic,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
414,UNIT O,1,Full Time,M,19-21,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
415,UNIT W,2,Full Time,F,22-25,Domestic,50,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,13
416,UNIT X,1,Full Time,M,19-21,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
417,UNIT V,2,Full Time,M,19-21,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
418,UNIT A,1,Full Time,F,19-21,International,64,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
419,UNIT Q,2,Part Time,M,19-21,Domestic,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
420,UNIT S,1,Full Time,M,19-21,Domestic,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
421,UNIT W,2,Full Time,M,19-21,International,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
422,UNIT O,1,Full Time,M,19-21,Domestic,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
423,UNIT K,1,Full Time,M,19-21,Domestic,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
424,UNIT S,1,Full Time,F,19-21,Domestic,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
425,UNIT G,2,Full Time,M,18 and Under,Domestic,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
426,UNIT O,1,Full Time,F,19-21,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
427,UNIT V,2,Full Time,F,19-21,Domestic,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
428,UNIT T,2,Full Time,F,18 and Under,Domestic,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
429,UNIT S,1,Full Time,F,18 and Under,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
430,UNIT A,1,Full Time,M,22-25,International,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
431,UNIT O,1,Full Time,M,19-21,International,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
432,UNIT H,2,Full Time,F,19-21,Domestic,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
433,UNIT Q,2,Full Time,M,19-21,International,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
434,UNIT A,1,Full Time,F,19-21,Domestic,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
435,UNIT Q,2,Full Time,F,19-21,International,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
436,UNIT V,2,Full Time,F,18 and Under,Domestic,78,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
437,UNIT S,1,Full Time,F,19-21,International,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
438,UNIT V,2,Full Time,F,22-25,International,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
439,UNIT Q,2,Full Time,M,19-21,International,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
440,UNIT V,2,Full Time,F,18 and Under,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
441,UNIT H,2,Full Time,M,19-21,International,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
442,UNIT O,1,Full Time,M,19-21,Domestic,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
443,UNIT O,1,Full Time,M,19-21,International,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
444,UNIT O,1,Full Time,M,18 and Under,Domestic,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
445,UNIT O,1,Full Time,M,18 and Under,International,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
446,UNIT O,1,Full Time,M,19-21,International,42,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,14
447,UNIT Y,1,Full Time,F,18 and Under,Domestic,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
448,UNIT C,1,Full Time,M,19-21,Domestic,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
449,UNIT K,1,Full Time,M,19-21,Domestic,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
450,UNIT O,1,Full Time,M,19-21,International,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
451,UNIT H,2,Full Time,F,18 and Under,Domestic,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
452,UNIT Q,2,Full Time,F,19-21,International,73,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
453,UNIT K,1,Full Time,F,19-21,International,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
454,UNIT W,2,Full Time,M,19-21,International,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
